WORD	DIFFICULTY	SCRABBLE_SCORE	PAR
ALOUD	37.45	6	4
BOAST	38.82	7	4
BRINK	44.19	11	4
COBRA	41.56	9	4
INBOX	48.26	14	4
SIGMA	40.29	8	4
USHER	40.33	8	4
ANNEX	45.69	12	4
BARGE	40.39	8	4
BIRCH	45.76	12	4
BLAND	40.46	8	4
BRIBE	41.83	9	4
CANOE	39.2	7	4
CIDER	40.57	8	4
EQUIP	51.27	16	4
HAVOC	47.3	13	4
HUMID	44.67	11	4
LITRE	36.7	5	4
MILKY	48.74	14	4
MIXER	48.77	14	4
PIVOT	43.47	10	4
SUING	38.17	6	4
ARBOR	39.54	7	4
CLING	40.91	8	4
FELLA	40.94	8	4
ICING	40.98	8	4
LAPSE	39.68	7	4
LOGIN	38.38	6	4
MIMIC	45.08	11	4
MURAL	39.78	7	4
NASAL	37.15	5	4
QUASI	49.18	14	4
CAMEO	42.55	9	4
DETER	38.59	6	4
DINER	38.62	6	4
ENVOY	45.32	11	4
FUNGI	42.69	9	4
GRAVY	46.72	12	4
PSYCH	50.76	15	4
RINSE	37.46	5	4
SCALP	42.83	9	4
SQUAT	49.53	14	4
THORN	41.56	8	4
WHARF	49.6	14	4
WISER	41.63	8	4
CRATE	40.33	7	4
CRAVE	44.37	10	4
FANNY	45.73	11	4
GLOSS	39.1	6	4
GRAFT	43.14	9	4
GUISE	39.17	6	4
LEASH	41.87	8	4
MATER	40.57	7	4
SHIRE	41.94	8	4
SWUNG	43.31	9	4
TABOO	40.68	7	4
ANNOY	42.04	8	4
GRAIL	39.41	6	4
KAPPA	48.78	13	4
LITER	38.15	5	4
OPIUM	43.51	9	4
PENAL	40.88	7	4
PLANK	46.25	11	4
PRIVY	48.95	13	4
SIREN	38.32	5	4
SMEAR	41.02	7	4
SNOWY	46.39	11	4
STALK	43.75	9	4
STINK	43.79	9	4
SWINE	42.49	8	4
CLAMP	46.52	11	4
INLET	38.56	5	4
KUDOS	45.26	10	4
MOULD	42.63	8	4
QUAKE	55.99	18	4
RACER	41.36	7	4
RECAP	44.06	9	4
SHAKY	52.1	15	4
STOUT	38.8	5	4
STUMP	44.17	9	4
BERTH	45.53	10	4
MANIA	41.57	7	4
PARRY	45.6	10	4
PATIO	41.64	7	4
PRISM	44.34	9	4
SNIFF	47.04	11	4
SQUID	52.41	15	4
SWARM	45.77	10	4
TAXIS	48.47	12	4
TERRA	39.18	5	4
ABBOT	44.54	9	4
ASPEN	41.91	7	4
BLEAK	47.28	11	4
BOGUS	43.31	8	4
ENACT	42.01	7	4
HOUND	44.72	9	4
MOURN	42.08	7	4
POUCH	48.78	12	4
SHACK	51.48	14	4
STALE	39.52	5	4
TUMMY	48.89	12	4
WAGER	44.92	9	4
WHACK	55.62	17	4
BROOM	44.99	9	4
BRUTE	42.36	7	4
EATER	39.73	5	4
FROZE	55.76	17	4
HITCH	50.46	13	4
MEDIC	46.49	10	4
NYLON	43.86	8	4
OZONE	51.9	14	4
ROTOR	39.93	5	4
AGILE	41.3	6	4
CARVE	46.67	10	4
CROOK	48.03	11	4
DIVER	45.4	9	4
FILTH	48.1	11	4
GENIE	41.47	6	4
HUBBY	53.51	15	4
LEDGE	42.87	7	4
MOMMA	48.24	11	4
MORAN	42.94	7	4
NATAL	40.31	5	4
TORSO	40.34	5	4
ABYSS	47.04	10	4
ARSON	40.41	5	4
BASAL	43.11	7	4
DILDO	43.15	7	4
ETHER	44.52	8	4
FETAL	44.55	8	4
FINER	44.58	8	4
GORGE	43.28	7	4
LATEX	49.99	12	4
MODEM	47.35	10	4
MOTIF	47.39	10	4
PERIL	43.42	7	4
SHEAR	44.79	8	4
SNOOP	43.49	7	4
TENOR	40.86	5	4
ZEBRA	55.56	16	4
BROTH	47.59	10	4
COCKY	55.63	16	4
EVADE	46.33	9	4
HEIST	45.03	8	4
MISTY	47.73	10	4
PINKY	53.1	14	4
SATIN	41.13	5	4
DITTO	42.5	6	4
GLAND	43.87	7	4
JUMBO	55.9	16	4
SEMEN	43.94	7	4
SLIME	43.97	7	4
SPAWN	48.01	10	4
WALTZ	57.37	17	4
BIKER	49.41	11	4
BUTCH	50.78	12	4
CHING	49.48	11	4
HASTE	45.51	8	4
OTTER	41.55	5	4
RELIC	44.25	7	4
REUSE	41.61	5	4
VICAR	48.31	10	4
WOKEN	51.02	12	4
APRON	44.38	7	4
AVANT	45.75	8	4
EXERT	51.12	12	4
GLARE	43.15	6	4
HEFTY	53.85	14	4
PORNO	44.56	7	4
SLUMP	47.26	9	4
AZURE	53.96	14	4
CADET	45.99	8	4
CRAZE	56.69	16	4
GEESE	43.39	6	4
HELLA	46.09	8	4
PHONY	52.8	13	4
RAMEN	44.83	7	4
SYNTH	50.2	11	4
BOXED	55.57	15	4
COUPE	47.6	9	4
EBONY	48.97	10	4
FOLLY	50.33	11	4
ITCHY	53.04	13	4
JUNTA	51.74	12	4
LATCH	49.1	10	4
LIBEL	45.14	7	4
LOFTY	50.51	11	4
MAIZE	57.21	16	4
PICKY	57.24	16	4
PRIMA	47.94	9	4
REGAL	43.98	6	4
SHALT	46.68	8	4
SHEEN	46.71	8	4
SLEEK	48.08	9	4
SLING	44.11	6	4
ADEPT	46.82	8	4
DOGGY	50.85	11	4
EERIE	42.88	5	4
FARCE	49.59	10	4
FLING	48.29	9	4
FLUNG	48.32	9	4
FUDGE	49.69	10	4
GLIDE	45.72	7	4
PLAID	47.09	8	4
PLUSH	49.79	10	4
SHIVA	51.16	11	4
SMOKY	55.19	14	4
SPADE	47.23	8	4
VOWEL	51.26	11	4
BUGGY	52.63	12	4
CUTIE	46	7	4
DODGY	51.36	11	4
ETHOS	47.4	8	4
HINGE	48.77	9	4
INTRA	43.47	5	4
MANIC	48.84	9	4
MELON	46.2	7	4
SYNOD	48.9	9	4
DONUT	44.94	6	4
GLOOM	47.64	8	4
HYDRA	53.01	12	4
LIMBO	49.04	9	4
LOUSY	47.74	8	4
OVERT	47.78	8	4
PIOUS	46.48	7	4
SCUBA	49.18	9	4
SHITE	47.88	8	4
THINE	47.91	8	4
VIPER	50.62	10	4
BEIGE	47.98	8	4
BULKY	56.02	14	4
INCUR	46.72	7	4
LATTE	44.09	5	4
LEAFY	52.12	11	4
PIGGY	53.49	12	4
SHRUG	49.52	9	4
SONAR	44.22	5	4
STONY	48.26	8	4
TAPER	46.96	7	4
TOXIN	53.66	12	4
CELLO	47.03	7	4
DETOX	55.06	13	4
FERAL	48.43	8	4
HASTY	52.46	11	4
HUSKY	57.83	15	4
LIPID	48.53	8	4
PERCH	53.9	12	4
SORTA	44.6	5	4
TRUSS	44.64	5	4
UNDUE	46	6	4
VERDE	50.04	9	4
WACKY	60.74	17	4
ASSAY	48.77	8	4
FISHY	56.81	14	4
FRAIL	48.84	8	4
GLAZE	58.21	15	4
SINUS	44.91	5	4
STUNG	46.28	6	4
WHINE	52.98	11	4
ABORT	47.68	7	4
BANJO	57.05	14	4
BEECH	54.41	12	4
COMMA	53.12	11	4
DOGMA	50.48	9	4
EVOKE	54.52	12	4
LOWLY	53.22	11	4
LUCID	49.25	8	4
PETIT	47.95	7	4
POLIO	47.99	7	4
SAVER	49.36	8	4
SNUCK	53.39	11	4
TWEAK	54.76	12	4
ANGST	46.79	6	4
BISON	48.16	7	4
EXPEL	57.53	14	4
FITCH	56.23	13	4
FROWN	53.6	11	4
GODLY	52.3	10	4
GROIN	47	6	4
HELIX	59.03	15	4
HOMIE	52.4	10	4
HOVER	53.77	11	4
KNACK	59.14	15	4
MACHO	55.17	12	4
POTTY	52.54	10	4
SILKY	55.24	12	4
STAIR	45.94	5	4
BROOD	49.97	8	4
CHEMO	55.34	12	4
COLBY	55.38	12	4
DANDY	52.74	10	4
LEACH	52.78	10	4
LEFTY	54.15	11	4
QUILT	58.18	14	4
SAUNA	46.21	5	4
SCRUM	51.58	9	4
SLADE	47.62	6	4
SNARE	46.32	5	4
STOMP	51.69	9	4
SUEDE	47.72	6	4
TIMID	50.42	8	4
TWEED	51.79	9	4
UNCUT	49.16	7	4
WIDEN	51.86	9	4
BRAID	50.56	8	4
BULGE	50.59	8	4
FORTE	50.63	8	4
KAYAK	61.33	16	4
KNEEL	52.03	9	4
RECON	49.4	7	4
VIGIL	52.1	9	4
WAIVE	54.8	11	4
ANNUM	49.5	7	4
AROMA	49.53	7	4
BUDGE	52.23	9	4
CLOUT	49.6	7	4
CORNY	53.64	10	4
DROID	49.67	7	4
EMOJI	59.04	14	4
GIRLY	52.41	9	4
HOARD	52.44	9	4
HORDE	52.47	9	4
LOTTO	47.18	5	4
NITRO	47.21	5	4
PROTO	49.91	7	4
SHONE	51.28	8	4
TAKER	52.65	9	4
TRIAD	48.68	6	4
VALOR	51.38	8	4
WIGHT	56.75	12	4
BATHE	54.12	10	4
GIDDY	55.48	11	4
KIDDO	55.52	11	4
MELEE	50.22	7	4
MERCH	56.92	12	4
NUDGE	50.29	7	4
PAYER	54.32	10	4
SERGE	49.02	6	4
TEMPT	53.06	9	4
BLING	51.76	8	4
BONER	50.46	7	4
CHICO	57.16	12	4
FLAKE	57.2	12	4
IONIC	50.56	7	4
LORRY	51.93	8	4
MOVER	54.63	10	4
ROWDY	57.33	12	4
SASSY	52.03	8	4
TAKIN	53.4	9	4
TONNE	48.1	5	4
TRAMP	53.47	9	4
WIELD	53.51	9	4
BRISK	56.21	11	4
CUPID	54.91	10	4
DEFER	53.61	9	4
FLASK	57.64	12	4
FLUFF	60.34	14	4
GIVER	53.71	9	4
GNOME	52.41	8	4
LOTTA	48.45	5	4
LUPUS	51.15	7	4
LYMPH	61.85	15	4
MAHAL	55.22	10	4
PALSY	55.25	10	4
POLKA	56.62	11	4
REPEL	51.32	7	4
SKIER	54.02	9	4
SWOOP	55.39	10	4
TELLY	52.76	8	4
WHOOP	59.46	13	4
AMAZE	63.49	16	4
CHUTE	55.53	10	4
DRIER	50.23	6	4
EPOCH	58.26	12	4
FOGGY	59.63	13	4
GATOR	50.33	6	4
LEMME	54.36	9	4
MAGMA	55.73	10	4
NUTTY	53.1	8	4
PLUME	54.47	9	4
PLUMP	57.17	11	4
SHRUB	55.87	10	4
STEAD	50.57	6	4
BAGEL	53.27	8	4
BIGOT	53.3	8	4
BUMPY	61.34	14	4
CODEX	62.71	15	4
COWAN	56.07	10	4
FACET	56.11	10	4
FIRTH	57.48	11	4
FLOSS	53.51	8	4
LOCUS	52.21	7	4
PLAYA	56.25	10	4
POSSE	52.28	7	4
SABER	52.31	7	4
SAMBA	55.02	9	4
SLANT	49.72	5	4
SPELT	52.42	7	4
TULIP	52.45	7	4
CROFT	56.49	10	4
FELON	53.85	8	4
GRATE	51.22	6	4
HILLY	57.92	11	4
LEECH	56.62	10	4
MADLY	57.99	11	4
NERDY	55.36	9	4
NIFTY	58.06	11	4
SHAWL	58.09	11	4
VALET	54.13	8	4
AUNTY	54.16	8	4
BAGGY	59.53	12	4
FABLE	56.9	10	4
INFER	54.27	8	4
LAGER	51.63	6	4
LAIRD	51.67	6	4
STRUT	50.37	5	4
SWIRL	54.4	8	4
THETA	54.44	8	4
THONG	55.81	9	4
AWOKE	59.84	12	4
AXIAL	59.87	12	4
CARAT	53.24	7	4
CHORE	57.28	10	4
CREPT	55.98	9	4
CURVY	61.34	13	4
FILLY	58.71	11	4
FOOTY	58.75	11	4
GRUNT	52.11	6	4
HALAL	54.82	8	4
PIXIE	62.85	14	4
SEVER	54.88	8	4
SNUFF	58.92	11	4
STOIC	53.62	7	4
ACTIN	53.65	7	4
AVERT	55.02	8	4
AVIAN	55.06	8	4
BAYOU	57.76	10	4
CHIME	60.46	12	4
DELVE	56.49	9	4
FLUKE	60.53	12	4
GROWL	56.56	9	4
HATER	55.26	8	4
PASHA	57.96	10	4
SOGGY	58	10	4
STOOP	54.03	7	4
VILLE	55.4	8	4
ABODE	55.43	8	4
DOWRY	60.8	12	4
HAREM	58.17	10	4
HIPPO	60.87	12	4
INEPT	54.24	7	4
JUROR	60.94	12	4
LIANG	52.97	6	4
MODAL	55.67	8	4
PLUCK	62.37	13	4
PORTE	54.41	7	4
QUAIL	63.78	14	4
RABID	55.81	8	4
SCORN	54.51	7	4
VOUCH	62.55	13	4
WAFER	59.91	11	4
AMUSE	54.62	7	4
APTLY	58.65	10	4
BRUNT	54.68	7	4
CREME	57.38	9	4
GROAN	53.42	6	4
HOIST	56.12	8	4
MASSA	54.82	7	4
MURKY	64.19	14	4
PINTO	54.89	7	4
TAROT	52.26	5	4
FOLIO	56.29	8	4
GULLY	57.66	9	4
LILAC	55.03	7	4
QUILL	64.39	14	4
REVEL	56.43	8	4
ROWER	56.46	8	4
SPIRE	55.16	7	4
SPOUT	55.2	7	4
SULLY	56.57	8	4
WHISK	65.93	15	4
ALIBI	55.3	7	4
CLASP	58	9	4
CRYPT	62.04	12	4
EDICT	56.74	8	4
FIEND	58.11	9	4
MOWER	59.47	10	4
PESKY	64.84	14	4
ROUSE	52.88	5	4
SCANT	55.58	7	4
SHEIK	62.28	12	4
SKUNK	63.65	13	4
SLOTH	57.01	8	4
SPOOF	59.71	10	4
TROPE	55.75	7	4
ALOHA	57.12	8	4
BUTTE	55.82	7	4
FOYER	61.18	11	4
GRIME	57.22	8	4
HERON	57.25	8	4
INERT	53.29	5	4
LUMEN	55.99	7	4
PIETY	60.02	10	4
PINOT	56.06	7	4
REMIT	56.09	7	4
SAVOY	61.46	11	4
TONAL	53.49	5	4
TOTEM	56.19	7	4
ACORN	56.23	7	4
ALOFT	57.6	8	4
BARRE	56.3	7	4
BESET	56.33	7	4
BLEEP	59.03	9	4
HAIKU	63.07	12	4
HOWDY	67.1	15	4
MUNCH	63.14	12	4
NOONE	53.84	5	4
REDDY	60.54	10	4
SLIMY	60.57	10	4
SNOUT	53.94	5	4
SPANK	61.97	11	4
SUPRA	56.68	7	4
TUNIC	56.71	7	4
BRINE	56.74	7	4
BUSTY	60.78	10	4
CHURN	60.81	10	4
HUNCH	64.85	13	4
LONER	54.21	5	4
MOGUL	58.25	8	4
MORPH	63.62	12	4
NOMAD	58.32	8	4
PUBIC	62.35	11	4
REVUE	58.39	8	4
RIGOR	55.75	6	4
ROPER	57.12	7	4
SHANK	63.82	12	4
THYME	65.19	13	4
TONER	54.56	5	4
UNIFY	62.59	11	4
AEGIS	55.96	6	4
ASCOT	57.33	7	4
BRILL	57.36	7	4
CONEY	61.4	10	4
DIODE	57.43	7	4
ESTER	54.8	5	4
LEAKY	64.17	12	4
SEMIS	57.53	7	4
BOSOM	60.23	9	4
LEAPT	57.6	7	4
RARER	54.97	5	4
SWEDE	60.34	9	4
TEENY	59.04	8	4
ANVIL	59.07	8	4
CABAL	60.44	9	4
CADRE	59.14	8	4
CRAMP	63.18	11	4
DECOY	63.21	11	4
DROOL	56.58	6	4
FORAY	63.28	11	4
FRIAR	59.31	8	4
FUSSY	63.35	11	4
GOODY	62.05	10	4
HUTCH	66.08	13	4
KOALA	60.78	9	4
PETAL	58.15	7	4
POISE	58.19	7	4
SMIRK	63.55	11	4
SNIPE	58.25	7	4
STAVE	59.62	8	4
SWAMI	62.32	10	4
TROVE	59.69	8	4
WINCH	66.39	13	4
AMOUR	58.43	7	4
BANCO	61.13	9	4
BANTU	58.49	7	4
CROCK	66.53	13	4
ERODE	57.23	6	4
KEBAB	66.6	13	4
RONDO	57.3	6	4
SCION	58.67	7	4
VIGOR	61.37	9	4
AXIOM	68.07	14	4
BELLO	58.77	7	4
CHINO	62.8	10	4
MINCE	61.51	9	4
MORAY	62.87	10	4
SABRE	58.91	7	4
SPECK	66.94	13	4
ADORN	57.64	6	4
CUMIN	61.68	9	4
DECAL	60.38	8	4
EXPAT	68.41	14	4
FECAL	63.11	10	4
LINGO	57.81	6	4
MEATY	63.18	10	4
QUART	68.55	14	4
RUDDY	63.25	10	4
SNORT	56.62	5	4
TITTY	60.65	8	4
APNEA	59.35	7	4
BANDA	60.72	8	4
BOWER	63.42	10	4
CELEB	62.12	9	4
COVEN	63.49	10	4
DUCHY	68.86	14	5
FEMUR	63.56	10	4
GUSTO	58.26	6	4
KIOSK	67.63	13	4
PUSHY	67.66	13	4
QUELL	69.03	14	5
ROOST	57.06	5	4
SHARD	62.43	9	4
SIEVE	61.13	8	4
SPORE	59.83	7	4
SWAIN	61.2	8	4
TENET	57.24	5	4
ABACK	67.94	13	4
ALOOF	61.3	8	4
CAJUN	69.34	14	5
CONVO	64.04	10	4
DRUID	60.07	7	4
DUVET	62.78	9	4
EJECT	69.48	14	5
FORGO	62.84	9	4
FREER	61.55	8	4
FRYER	65.58	11	4
LARGO	58.95	6	4
LARVA	61.65	8	4
LIVID	63.02	9	4
MOLAR	60.38	7	4
RAYON	61.75	8	4
SABLE	60.45	7	4
SLUSH	61.82	8	4
SMELT	60.52	7	4
BOOBY	67.22	12	4
BUSHY	68.59	13	5
CLUNG	61.96	8	4
HOUGH	67.32	12	4
MOCHA	67.36	12	4
NOOSE	58.06	5	4
PARSE	60.76	7	4
PETRI	60.8	7	4
SAVOR	62.16	8	4
TAINT	58.2	5	4
TIARA	58.23	5	4
VISOR	62.27	8	4
ACTON	60.97	7	4
ALDER	59.67	6	4
BOSSY	65.04	10	4
CRUMB	66.4	11	4
EMBER	63.77	9	4
ERUPT	61.14	7	4
EVICT	65.17	10	4
GLEAM	62.54	8	4
GUMMY	69.24	13	5
IDIOM	62.61	8	4
PANTY	65.31	10	4
POOCH	68.01	12	4
SCOUR	61.38	7	4
TALON	58.75	5	4
THUMP	68.11	12	4
TRUER	58.82	5	4
YEARN	62.85	8	4
CADDY	68.22	12	4
CHASM	68.25	12	4
CRASS	61.62	7	4
FLEUR	62.99	8	4
ODOUR	60.35	6	4
PRUNE	61.72	7	4
TAUNT	59.09	5	4
WHIRL	67.12	11	4
ADAGE	61.83	7	4
BRASH	65.86	10	4
EDEMA	63.23	8	4
FORMA	65.93	10	4
LIEGE	60.63	6	4
LLAMA	62	7	4
NAVEL	63.36	8	4
PAYED	67.4	11	4
STEED	60.77	6	4
CLEFT	66.13	10	4
CLUMP	67.5	11	4
DEUCE	63.54	8	4
MUSHY	70.24	13	5
OVARY	67.61	11	4
RUNNY	63.64	8	4
SAITH	63.67	8	4
SENNA	59.71	5	4
TACIT	62.41	7	4
WREAK	69.11	12	5
AMISS	62.48	7	4
CUTER	62.51	7	4
ETHYL	67.88	11	4
HEADY	69.25	12	5
HOTLY	67.95	11	4
LAYUP	66.65	10	4
LIBRA	62.68	7	4
MODUS	64.05	8	4
PECAN	65.42	9	4
SHOAL	64.12	8	4
SMITE	62.82	7	4
TWINE	64.19	8	4
TWINK	69.56	12	5
VOILA	64.26	8	4
AORTA	60.29	5	4
BERET	62.99	7	4
BOGEY	68.36	11	4
BORON	63.06	7	4
BUGLE	64.43	8	4
FLIER	64.46	8	4
FRISK	69.83	12	5
GIRTH	65.87	9	4
PLUMB	68.57	11	4
POSEY	67.27	10	4
VYING	69.97	12	5
WALLA	64.67	8	4
BABEL	66.04	9	4
BERYL	67.4	10	4
CARTA	63.44	7	4
CLOVE	67.47	10	4
COMTE	66.17	9	4
ENSUE	60.88	5	4
GECKO	70.24	12	5
ILIAD	62.28	6	4
LATHE	64.98	8	4
REEVE	65.01	8	4
SERRA	61.05	5	4
SPILT	63.75	7	4
TUNER	61.12	5	4
ABRAM	66.48	9	4
GAUNT	62.52	6	4
HEAVE	69.22	11	5
INFRA	65.25	8	4
KNOLL	66.62	9	4
MULCH	70.66	12	5
RERUN	61.36	5	4
SAUCY	68.06	10	4
SERVO	65.42	8	4
SUAVE	65.46	8	4
TIBIA	64.16	7	4
XENON	70.86	12	5
AFOOT	65.56	8	4
AMITY	68.26	10	4
ARTSY	65.63	8	4
BARRA	64.33	7	4
CANNY	68.37	10	4
DOGGO	65.73	8	4
GHOUL	67.1	9	4
KEYED	72.47	13	5
MECHA	71.17	12	5
PONCE	67.2	9	4
PUTTY	68.57	10	5
RADON	63.27	6	4
SNELL	61.97	5	4
SWISH	70.01	11	5
BANAL	64.71	7	4
DUPER	66.08	8	4
MANUS	64.78	7	4
MAVEN	68.81	10	5
NAPPY	71.51	12	5
PASTY	68.88	10	5
PESTO	64.92	7	4
RISER	62.28	5	4
SPOOK	70.32	11	5
STORK	67.69	9	4
SWOON	66.39	8	4
THANE	66.42	8	4
TITHE	66.45	8	4
BONGO	66.49	8	4
CAIRN	65.19	7	4
CAMPO	70.56	11	5
CREPE	67.93	9	4
GAMUT	66.63	8	4
KIWIS	71.99	12	5
PALER	65.36	7	4
PRAWN	69.4	10	5
PUREE	65.43	7	4
SHENG	68.13	9	4
TIPSY	69.5	10	5
AHOLD	68.2	9	4
ANODE	64.23	6	4
ARGON	64.27	6	4
ATONE	62.97	5	4
BRIAR	65.67	7	4
BURGH	71.04	11	5
CACAO	68.41	9	4
CAPER	68.44	9	4
CARER	65.81	7	4
COMER	68.51	9	4
DEBUG	68.54	9	4
GARDA	65.91	7	4
GOOEY	68.61	9	5
LEARY	67.31	8	4
LIBRE	66.01	7	4
LUPIN	66.05	7	4
MUFTI	70.08	10	5
NADIR	64.78	6	4
SALVO	67.48	8	4
AGGIE	66.19	7	4
ATOLL	63.55	5	4
COTTA	66.25	7	4
ENEMA	66.29	7	4
GULAG	66.32	7	4
HORST	67.69	8	4
INSET	63.73	5	4
LUNGE	65.09	6	4
SLUNG	65.13	6	4
SURLY	67.83	8	4
TRIER	63.86	5	4
VERVE	71.9	11	5
BONNY	70.6	10	5
CLINE	66.63	7	4
HENNA	68	8	4
LAKER	69.37	9	5
LOUGH	69.4	9	5
LUMPY	73.44	12	5
NEATH	68.14	8	4
OLDEN	65.51	6	4
SETON	64.21	5	4
SPOOL	66.91	7	4
SPURT	66.94	7	4
TEARY	68.31	8	4
TWEEN	68.34	8	4
ADIEU	65.71	6	4
BEBOP	72.41	11	5
CORGI	68.45	8	4
GAUDY	71.15	10	5
GROUT	65.85	6	4
MINIS	67.22	7	4
MUSTY	71.25	10	5
SCIFI	71.28	10	5
SEEDY	69.99	9	5
SLEET	64.69	5	4
SPASM	70.05	9	5
SWATH	72.76	11	5
TINGE	66.12	6	4
BURLY	71.49	10	5
CHARA	71.53	10	5
COVET	71.56	10	5
DINGY	71.59	10	5
GOURD	67.63	7	4
LIBER	67.66	7	4
MANTA	67.7	7	4
SHUNT	69.06	8	5
STENT	65.1	5	4
SUMMA	70.47	9	5
THANG	70.5	9	5
AGATE	66.54	6	4
ALKYL	74.57	12	5
ASTER	65.27	5	4
CYNIC	74.64	12	5
FAKER	74.67	12	5
FLUME	72.04	10	5
GRIPE	69.41	8	5
GRUFF	74.78	12	5
LOLLY	69.48	8	5
ORTHO	69.51	8	5
SALVE	69.55	8	5
SCALY	72.25	10	5
SCOLD	69.61	8	5
WIPER	72.31	10	5
FILET	69.68	8	5
GRAFF	75.05	12	5
HYENA	73.75	11	5
KNELT	71.12	9	5
LUSTY	69.82	8	5
MANNA	68.52	7	4
OUTRO	65.89	5	4
PEASE	68.59	7	5
PEEVE	72.62	10	5
PRONG	69.99	8	5
SLOOP	68.69	7	5
TRITE	66.06	5	4
VITAE	70.09	8	5
ALLOT	66.13	5	4
AMINE	68.83	7	5
BATTY	72.86	10	5
BETTA	68.9	7	5
BITTY	72.93	10	5
BLURB	71.63	9	5
CHIRP	75.67	12	5
CONCH	75.7	12	5
DIMLY	74.4	11	5
GOLEM	70.44	8	5
LEPER	69.14	7	5
LEVEE	70.51	8	5
LURCH	73.21	10	5
MONDO	70.58	8	5
SARIN	66.61	5	4
SCOOT	69.31	7	5
SPATE	69.34	7	5
TABBY	76.05	12	5
TATAR	66.75	5	4
AURAL	66.78	5	4
BLIMP	74.82	11	5
DALLY	72.18	9	5
ELUDE	68.22	6	4
ENDER	68.25	6	4
GLADE	69.62	7	5
GULCH	74.99	11	5
IRATE	67.02	5	4
LAPIS	69.72	7	5
LOONY	71.09	8	5
POPUP	75.12	11	5
SEPIA	69.83	7	5
TABOR	69.86	7	5
VARNA	71.23	8	5
AMASS	69.93	7	5
AUGER	68.63	6	5
CARDI	71.33	8	5
CREDO	71.36	8	5
LAPEL	70.07	7	5
PANSY	74.1	10	5
RONIN	67.47	5	4
TAWNY	75.5	11	5
ANIMA	70.2	7	5
AWASH	75.57	11	5
BOSON	70.27	7	5
BRAWN	74.31	10	5
EATIN	67.67	5	4
GRIMY	75.71	11	5
ISLET	67.74	5	4
LAITY	71.78	8	5
MIDGE	73.14	9	5
MOANA	70.51	7	5
PARKA	75.88	11	5
POSIT	70.58	7	5
SNORE	67.95	5	4
STANK	73.32	9	5
CACTI	73.35	9	5
DINGO	70.72	7	5
DONNE	69.42	6	5
FROTH	76.12	11	5
GUILE	69.49	6	5
HALLO	72.19	8	5
LOVEY	76.22	11	5
NATTY	72.26	8	5
PROWL	74.96	10	5
SHREW	76.33	11	5
SHUSH	76.36	11	5
SOAPY	75.06	10	5
WAVER	76.43	11	5
WRING	73.8	9	5
AGAVE	73.83	9	5
BOING	72.53	8	5
DRAPE	72.57	8	5
LASSO	68.6	5	5
LEMMA	73.97	9	5
POLIS	71.34	7	5
SCONE	71.37	7	5
TAMER	71.4	7	5
VULVA	76.77	11	5
AMIGA	72.81	8	5
BALLY	75.51	10	5
BIOME	74.21	9	5
BOUGH	76.91	11	5
CRONY	75.61	10	5
EMCEE	74.31	9	5
FUGUE	74.35	9	5
GLEAN	70.38	6	5
GUTSY	74.41	9	5
LURID	70.45	6	5
STREP	71.82	7	5
TRILL	69.18	5	5
UNMET	71.89	7	5
AGORA	70.59	6	5
BICEP	77.29	11	5
CORSO	71.99	7	5
OUTDO	70.69	6	5
RIVEN	73.39	8	5
TETRA	69.42	5	5
VERSO	73.46	8	5
VROOM	76.16	10	5
CHARD	77.53	11	5
ELEGY	74.9	9	5
FIVER	77.6	11	5
FOLIC	76.3	10	5
GOLLY	75	9	5
GOUGE	72.37	7	5
MAUVE	76.4	10	5
PACER	75.1	9	5
RAVEL	73.8	8	5
SCAPE	75.17	9	5
STADE	71.2	6	5
TEPID	73.91	8	5
TRIPE	72.61	7	5
ANION	69.97	5	5
BENTO	72.68	7	5
CUPPA	78.04	11	5
DURST	71.41	6	5
GUMBO	76.78	10	5
INANE	70.15	5	5
LABIA	72.85	7	5
NITTY	74.21	8	5
NOIRE	70.25	5	5
SAGGY	76.95	10	5
SKEET	75.65	9	5
SNEER	70.35	5	5
SPLAT	73.05	7	5
USURP	73.09	7	5
UTERO	70.45	5	5
ADDER	73.16	7	5
ALGAL	71.86	6	5
ALLAY	74.56	8	5
BREAM	75.93	9	5
CODER	74.63	8	5
LEGER	71.99	6	5
MINTY	77.36	10	5
OCHRE	77.4	10	5
ORANG	72.1	6	5
RIVET	74.8	8	5
TARDY	76.17	9	5
TWIRL	74.87	8	5
ABATE	73.57	7	5
EASEL	70.94	5	5
GRIST	72.3	6	5
GROPE	75	8	5
INLAY	75.04	8	5
MANDI	75.07	8	5
SHILL	75.11	8	5
THROB	77.81	10	5
TIMON	73.84	7	5
TOYED	76.54	9	5
ASADA	72.58	6	5
BILGE	75.28	8	5
CODEC	77.98	10	5
CONGA	75.35	8	5
DULCE	75.38	8	5
ENROL	71.42	5	5
LOATH	75.45	8	5
LOOPY	78.15	10	5
POSER	74.19	7	5
PYLON	78.22	10	5
REFIT	75.59	8	5
ROOMY	78.29	10	5
SPINA	74.32	7	5
TERSE	71.69	5	5
GAVEL	77.06	9	5
LADLE	73.09	6	5
MENSA	74.46	7	5
SOLON	71.83	5	5
SPIEL	74.53	7	5
TWILL	75.9	8	5
AGAPE	75.93	8	5
ALTHO	75.97	8	5
ANISE	72	5	5
CILIA	74.7	7	5
COLIC	77.4	9	5
DEVEL	77.44	9	5
DWELT	77.47	9	5
GLINT	73.51	6	5
