WORD	DIFFICULTY	SCRABBLE_SCORE	PAR
LAITY	19.14	8	4
MIDGE	20.18	9	4
MOANA	18.12	7	3
NAJIB	25.37	14	4
NUEVO	19.17	8	4
PARKA	22.28	11	4
POSIT	18.14	7	4
PUKED	23.32	12	4
SNORE	16.09	5	3
STANK	20.23	9	4
WIMPY	26.44	15	4
CACTI	20.24	9	4
CHAFF	27.49	16	4
CORBY	23.35	12	4
CRUMP	22.33	11	4
DINGO	18.19	7	4
DONNE	17.16	6	3
FROTH	22.34	11	4
GUILE	17.18	6	3
HALLO	19.25	8	4
HOMEY	24.43	13	4
IRKED	21.33	10	4
LOBOS	18.23	7	4
LOVEY	22.38	11	4
NATTY	19.28	8	4
PARED	19.28	8	4
PIKES	22.39	11	4
PROWL	21.36	10	4
QUASH	28.61	17	4
REDOX	24.48	13	4
RISHI	19.31	8	4
SHREW	22.42	11	4
SHUSH	22.43	11	4
SITED	17.26	6	3
SOAPY	21.4	10	4
SPIKY	25.55	14	4
WAVER	22.45	11	4
WRING	20.39	9	4
ZORRO	25.56	14	4
AGAVE	20.4	9	4
BEEFY	24.54	13	4
BOING	19.37	8	4
DEVOS	20.41	9	4
DRAPE	19.39	8	4
INNIT	16.29	5	3
LASSO	16.29	5	3
LEMMA	20.44	9	4
ORCAS	18.37	7	4
OUIJA	23.55	12	4
POLIS	18.39	7	4
REDUX	24.6	13	4
SCONE	18.4	7	4
STEEN	16.33	5	3
TAMER	18.41	7	4
VICHY	27.72	16	4
VULVA	22.56	11	4
ZONAL	25.67	14	4
AMIGA	19.46	8	4
BAKES	22.57	11	4
BALLY	21.54	10	4
BEAUX	25.69	14	4
BIOME	20.52	9	4
BOUGH	22.6	11	4
CRONY	21.57	10	4
DICKY	26.75	15	4
DUMBO	21.58	10	4
ECOLE	18.48	7	4
EMCEE	20.56	9	4
FUGUE	20.56	9	4
GLEAN	17.46	6	3
GUTSY	20.57	9	4
HAFIZ	31.96	20	4
LANKY	23.69	12	4
LURID	17.49	6	3
PALES	18.53	7	4
STIPE	18.53	7	4
STREP	18.54	7	4
TRILL	16.47	5	3
UNMET	18.55	7	4
AGORA	17.52	6	3
ASKEW	23.73	12	4
BICEP	22.7	11	4
CORSO	18.57	7	4
DELFT	20.65	9	4
DORKY	24.79	13	4
GANJA	24.79	13	4
HOWES	22.73	11	4
HUNKY	26.87	15	4
OUTDO	17.57	6	3
PISSY	21.71	10	4
PYGMY	27.93	16	4
RIVEN	19.66	8	4
TETRA	16.56	5	3
VERSO	19.67	8	4
VROOM	21.74	10	4
ARSED	17.61	6	3
CHARD	22.79	11	4
DEWAR	20.72	9	4
ELEGY	20.73	9	4
FIVER	22.8	11	4
FOLIC	21.78	10	4
GOLLY	20.75	9	4
GOUGE	18.68	7	4
MAUVE	21.79	10	4
PACER	20.76	9	4
PHISH	24.91	13	4
RAKES	20.77	9	4
RAVEL	19.75	8	4
SCAPE	20.79	9	4
STADE	17.69	6	3
TAFFY	25.97	14	4
TEPID	19.77	8	4
TRIPE	18.74	7	4
WILES	19.78	8	4
ANION	16.68	5	3
BALMY	23.93	12	4
BENTO	18.76	7	4
BOWES	21.87	10	4
CAKED	23.95	12	4
CUPPA	22.92	11	4
DURST	17.75	6	3
FATWA	22.93	11	4
GLYPH	26.04	14	4
GUMBO	21.9	10	4
INANE	16.74	5	3
LABIA	18.81	7	4
NITTY	19.85	8	4
NOIRE	16.75	5	3
SAGGY	21.93	10	4
SEPTA	18.83	7	4
SKEET	20.91	9	4
SNEER	16.78	5	3
SPLAT	18.85	7	4
USURP	18.86	7	4
UTERO	16.79	5	3
ADDER	18.87	7	4
ALGAL	17.84	6	3
ALLAY	19.91	8	4
BREAM	20.95	9	4
CODER	19.93	8	4
DEGAS	18.9	7	4
GHAZI	30.28	18	4
KNICK	27.18	15	4
LEGER	17.88	6	3
LOWES	19.95	8	4
MAZES	28.24	16	4
MINTY	22.03	10	4
MOLDY	23.07	11	4
OCHRE	22.05	10	4
ORANG	17.91	6	3
PLOWS	22.06	10	4
RIVET	19.99	8	4
TARDY	21.03	9	4
TWIRL	20	8	4
VARDY	24.15	12	4
WAGGA	22.08	10	4
ABATE	18.99	7	4
ADIOS	17.96	6	3
BUSBY	24.17	12	4
DOPEY	23.14	11	4
DUCKY	27.29	15	4
EASEL	16.95	5	3
GORDO	19.02	7	4
GRIST	17.99	6	3
GROPE	20.07	8	4
INLAY	20.07	8	4
MANDI	20.08	8	4
PARAS	19.05	7	4
POACH	24.23	12	4
PUBES	21.13	9	4
RAINE	17	5	3
SACRA	19.07	7	4
SAPPY	24.25	12	4
SHILL	20.12	8	4
SKANK	25.29	13	4
SPEER	19.09	7	4
SQUAW	29.44	17	4
THROB	22.21	10	4
TIMON	19.11	7	4
TOYED	21.19	9	4
ASADA	18.09	6	3
BIGHT	23.27	11	4
BILGE	20.17	8	4
BONNE	19.14	7	4
CODEC	22.25	10	4
CONGA	20.18	8	4
DAFFY	27.43	15	4
DICEY	23.3	11	4
DULCE	20.2	8	4
ENROL	17.1	5	3
GRIFF	24.35	12	4
JUMPY	31.6	19	4
LOATH	20.22	8	4
LOOPY	22.3	10	4
MUSED	20.24	8	4
OBEYS	22.31	10	4
PORKY	26.45	14	4
POSER	19.22	7	4
PYLON	22.33	10	4
REFIT	20.26	8	4
ROOMY	22.34	10	4
SPINA	19.24	7	4
TERSE	17.18	5	3
WENCH	25.46	13	4
CASAS	19.26	7	4
CLANK	23.4	11	4
CUSHY	25.47	13	4
FROMM	24.45	12	4
GAFFE	24.45	12	4
GAVEL	21.35	9	4
GLITZ	27.57	15	4
HOPPY	27.57	15	4
LADLE	18.27	6	4
MENSA	19.31	7	4
OTAKU	21.38	9	4
PHAGE	23.46	11	4
PUMAS	21.39	9	4
RECEP	21.4	9	4
RHONE	20.37	8	4
SHIRK	24.51	12	4
SOLON	17.28	5	3
SPIEL	19.35	7	4
SPUNK	23.5	11	4
SWANK	24.54	12	4
TUBBY	24.54	12	4
TUTTI	17.31	5	3
TWILL	20.42	8	4
AGAPE	20.42	8	4
ALTHO	20.43	8	4
ANISE	17.33	5	3
CARON	19.4	7	4
CILIA	19.41	7	4
CINCH	24.59	12	4
COLIC	21.49	9	4
DEVEL	21.49	9	4
DWELT	21.5	9	4
GIPSY	23.57	11	4
GLINT	18.41	6	4
HALOS	20.48	8	4
LIDAR	18.42	6	4
LOPES	19.46	7	4
LYCRA	22.57	10	4
MAMIE	21.54	9	4
MORIN	19.48	7	4
OLDIE	18.45	6	4
PADMA	22.59	10	4
PARRA	19.49	7	4
RAJAH	27.77	15	4
RECUR	19.5	7	4
SALAS	17.44	5	3
SAULT	17.45	5	3
SIRED	18.49	6	4
SITKA	21.6	9	4
SNARK	21.6	9	4
STEWS	20.57	8	4
TRAWL	20.58	8	4
TULSI	17.48	5	3
WAXES	27.83	15	4
YUCCA	24.73	12	4
ABHOR	22.67	10	4
AIGHT	21.64	9	4
ATMOS	19.58	7	4
BARED	20.62	8	4
CARPE	21.66	9	4
CHIBA	24.77	12	4
CHOCO	24.77	12	4
DILLY	21.67	9	4
IGLOO	18.58	6	4
JIFFY	34.1	21	4
MAMBA	23.76	11	4
MOSSY	22.73	10	4
QUINT	26.88	14	4
RASPY	22.74	10	4
RIPEN	19.64	7	4
SERIF	20.69	8	4
SPINY	22.76	10	4
STURT	17.59	5	3
TANGY	21.74	9	4
TUBER	19.67	7	4
AFFIX	31.06	18	4
AFOUL	20.72	8	4
CLANG	20.72	8	4
COPED	22.8	10	4
DECAF	23.84	11	4
DINKY	25.91	13	4
DOBBY	25.92	13	4
ELVEN	20.75	8	4
GLEBE	20.76	8	4
KARAT	21.8	9	4
KRILL	21.8	9	4
LIBOR	19.74	7	4
LIVEN	20.78	8	4
MAGES	20.79	8	4
MITRE	19.76	7	4
NAIRA	17.69	5	3
OOZES	27.01	14	4
PAGER	20.81	8	4
RANCE	19.78	7	4
RUMBA	21.85	9	4
SAREE	17.72	5	3
SHAKA	24.97	12	4
SKIFF	28.08	15	4
TINTO	17.74	5	3
UHURU	20.85	8	4
WREST	20.85	8	4
CLINK	23.96	11	4
DOSED	19.83	7	4
EXPOS	27.08	14	4
FACIE	22.95	10	4
GLOAT	18.81	6	4
HOKEY	28.13	15	4
LISLE	17.79	5	3
LUGER	18.83	6	4
MAMMY	27.11	14	4
MIRTH	22.98	10	4
MOREL	19.88	7	4
MORIA	19.89	7	4
NOYES	20.93	8	4
OOMPH	25.07	12	4
PROST	19.9	7	4
RUBLE	19.91	7	4
SNARL	17.85	5	3
TAIGA	18.89	6	4
TULLE	17.86	5	3
WOWED	25.1	12	4
AMPLY	25.11	12	4
AWAYS	24.08	11	4
BEVEL	23.05	10	4
BLATT	19.95	7	4
BODHI	24.1	11	4
BRAVA	23.07	10	4
CHINK	27.21	14	4
CLACK	26.18	13	4
COVEY	26.19	13	4
CRIMP	24.13	11	4
DEBBY	26.2	13	4
FEELY	24.14	11	4
FOYLE	24.14	11	4
GAZES	28.29	15	4
GILLY	22.09	9	4
GIZMO	30.37	17	4
GUANO	18.99	6	4
GUAVA	22.1	9	4
HOYLE	24.18	11	4
KONDO	23.15	10	4
MAGUS	21.08	8	4
MIKES	24.19	11	4
PITHY	26.27	13	4
SAGAS	19.03	6	4
SAYED	22.14	9	4
SENOR	18.01	5	3
SUCKY	27.32	14	4
SWAMY	26.3	13	4
TODOS	19.06	6	4
TOMES	20.1	7	4
UNSEE	18.04	5	3
WASHY	27.35	14	4
WINCE	23.22	10	4
BITER	20.12	7	4
BLOAT	20.13	7	4
BOLUS	20.13	7	4
BURSA	20.14	7	4
BYLAW	26.35	13	4
CRONE	20.15	7	4
DECRY	24.29	11	4
DOWNY	25.33	12	4
EXALT	25.34	12	4
FRITH	24.31	11	4
HALVE	24.32	11	4
HECHT	26.39	13	4
JAUNT	25.36	12	4
LEVIS	21.23	8	4
LOUSE	18.13	5	4
MEZZO	38.83	25	4
NAWAB	23.32	10	4
RABAT	20.22	7	4
REBUT	20.22	7	4
SARAN	18.16	5	4
SCRIP	22.3	9	4
SHEAF	24.38	11	4
TANTO	18.18	5	4
TATER	18.18	5	4
THUNK	25.43	12	4
WICCA	25.44	12	4
ALWAY	24.41	11	4
BURKA	24.41	11	4
CLEVE	23.38	10	4
DOUSE	19.25	6	4
GUSTY	22.36	9	4
KNELL	22.37	9	4
LOCUM	22.37	9	4
LOGIE	19.27	6	4
MUCHO	25.49	12	4
OMBRE	22.39	9	4
PEAKE	24.46	11	4
REIKI	22.4	9	4
SNIDE	19.3	6	4
SOWED	22.41	9	4
TARTE	18.28	5	4
TELCO	20.35	7	4
VESPA	23.46	10	4
VESTA	21.4	8	4
ALINE	18.3	5	4
BALDY	24.51	11	4
BIDET	21.42	8	4
BODES	21.42	8	4
BURQA	29.7	16	4
CASED	21.43	8	4
CATES	20.4	7	4
COCOS	22.48	9	4
CORKY	27.66	14	4
DINAR	19.39	6	4
DITTY	22.5	9	4
DROLL	19.4	6	4
FADER	22.51	9	4
FEIGN	22.51	9	4
HOOCH	26.66	13	4
INCAS	20.45	7	4
KOOKY	29.77	16	4
LEERY	21.5	8	4
LOBED	21.51	8	4
OVATE	21.51	8	4
PEASY	23.59	10	4
PRUDE	21.52	8	4
STAID	19.46	6	4
VOCAB	25.67	12	4
WADED	23.61	10	4
ZOOEY	30.86	17	4
BAZAR	29.83	16	4
ETUDE	19.49	6	4
FLECK	27.77	14	4
FOSSA	21.57	8	4
GEIST	19.5	6	4
HOCUS	23.65	10	4
HYMEN	26.76	13	4
KANDY	26.76	13	4
KNEAD	23.67	10	4
LEMUR	20.57	7	4
LIKEN	22.64	9	4
MEATH	23.68	10	4
MISSA	20.58	7	4
MUMBO	24.73	11	4
NARCO	20.6	7	4
ODEON	19.57	6	4
PEONY	23.71	10	4
POTRO	20.61	7	4
QUANT	27.86	14	4
REBAR	20.62	7	4
RETRY	21.66	8	4
SAGAR	19.6	6	4
SMOCK	26.85	13	4
STAPH	23.75	10	4
TORUS	18.58	5	4
WAHOO	24.8	11	4
AMARI	20.66	7	4
ARTIS	18.6	5	4
BAWDY	27.92	14	4
BEAUT	20.68	7	4
BEGUM	23.79	10	4
CATTY	23.79	10	4
CURIA	20.7	7	4
FIDES	22.77	9	4
FUTON	21.74	8	4
HASTA	21.75	8	4
HENNY	24.86	11	4
HOLLA	21.76	8	4
LAVER	21.76	8	4
METED	21.77	8	4
MISER	20.74	7	4
MISES	20.75	7	4
MYRRH	26.96	13	4
NAZIR	28	14	4
PAPPY	28.01	14	4
PLIED	21.8	8	4
POPPA	24.91	11	4
REEDY	22.85	9	4
ROQUE	28.03	14	4
SAHEB	23.9	10	4
SAVIN	21.83	8	4
SEGUE	19.77	6	4
SLURP	20.81	7	4
TRYST	21.85	8	4
TUBAL	20.82	7	4
TWANG	22.89	9	4
WHORL	24.97	11	4
WORDY	26.01	12	4
ARRAS	18.77	5	4
BANDY	24.99	11	4
BENDY	24.99	11	4
BOGAN	21.89	8	4
CAUSA	20.87	7	4
COWER	23.97	10	4
CUBBY	28.12	14	4
DIKES	23.99	10	4
DIMER	21.92	8	4
FLAIL	21.93	8	4
GARBO	21.93	8	4
HAMMY	29.18	15	4
JANES	26.08	12	4
JAWED	30.23	16	4
LARCH	24.03	10	4
MOXIE	28.17	14	4
NIZAM	30.24	16	4
NODAL	19.9	6	4
NOSEY	21.98	8	4
RADII	19.92	6	4
RESTO	18.89	5	4
RIVAS	22	8	4
SEDER	19.93	6	4
SICKO	25.11	11	4
SPAKE	25.12	11	4
STOTT	18.91	5	4
TODDY	24.09	10	4
UNZIP	30.31	16	4
ALTOS	18.93	5	4
ANKER	23.07	9	4
BATIK	25.15	11	4
EVERT	22.05	8	4
GYRUS	23.09	9	4
LECHE	24.13	10	4
MILER	21.03	7	4
POKEY	28.28	14	4
SARGE	20.01	6	4
SNAFU	22.09	8	4
SPITZ	30.37	16	4
SURAH	22.1	8	4
TAUPE	21.07	7	4
TESTY	22.11	8	4
TRIOS	19.01	5	4
TWERK	26.26	12	4
USURY	22.12	8	4
APPEL	23.16	9	4
BELLI	21.1	7	4
BETEL	21.11	7	4
BLUME	23.18	9	4
BORER	21.12	7	4
CARLE	21.12	7	4
CHOMP	28.37	14	4
CUBED	24.24	10	4
CUDDY	26.31	12	4
CULPA	23.22	9	4
DIVAN	23.22	9	4
DIXIT	27.36	13	4
DOZED	30.47	16	4
HOSED	23.24	9	4
INFOS	22.21	8	4
LIANA	19.11	5	4
MANET	21.19	7	4
MUGGY	26.36	12	4
PASSE	21.2	7	4
PEPPY	28.44	14	4
PURER	21.21	7	4
QUAYS	31.56	17	4
QUESO	28.46	14	4
REBUS	21.23	7	4
ROSIN	19.16	5	4
SANGH	23.31	9	4
SHORN	22.28	8	4
SLAYS	22.28	8	4
SRSLY	22.29	8	4
SYNCH	27.47	13	4
THORP	24.37	10	4
TIKKA	27.48	13	4
UNDID	21.28	7	4
VALLI	22.32	8	4
ZAMAN	30.6	16	4
ANTSY	22.33	8	4
BOOZY	33.71	19	4
BRUIN	21.3	7	4
CHINE	24.41	10	4
CREAK	25.45	11	4
DATUM	22.36	8	4
DELOS	20.29	6	4
DINOS	20.3	6	4
DORIC	22.37	8	4
EXUDE	27.55	13	4
FEINT	22.38	8	4
FUROR	22.39	8	4
KARST	23.43	9	4
LORDY	23.43	9	4
MONGO	22.41	8	4
PATER	21.38	7	4
PRION	21.38	7	4
SIRES	19.32	5	4
SKIMP	27.6	13	4
UNWED	23.47	9	4
WIFEY	28.65	14	4
WILCO	24.51	10	4
WOOED	23.49	9	4
YATRA	22.46	8	4
ZIPPY	35.91	21	4
BAYES	24.54	10	4
CAMPY	28.68	14	4
DROOP	22.48	8	4
FLYIN	25.59	11	4
IGNIS	20.42	6	4
JAGER	27.67	13	4
JAKES	30.78	16	4
LAMAS	21.47	7	4
MACHI	26.65	12	4
NIQAB	30.79	16	4
OFFAL	25.63	11	4
PYREX	31.84	17	4
SABRA	21.5	7	4
SAMBO	23.58	9	4
SCOWL	24.62	10	4
SHIED	23.59	9	4
SHURA	22.56	8	4
SOOTY	22.56	8	4
UNTIE	19.47	5	4
WIFES	25.68	11	4
BARES	21.55	7	4
BONEY	24.65	10	4
BUTYL	24.66	10	4
DENCH	25.7	11	4
DEWAN	23.64	9	4
DOTTY	23.64	9	4
DROIT	20.55	6	4
DUNCE	22.62	8	4
ELOPE	21.59	7	4
GETUP	22.63	8	4
HARPY	27.81	13	4
HIGHT	26.78	12	4
KNAVE	26.79	12	4
MANGE	22.65	8	4
MATEY	24.73	10	4
MOTTE	21.63	7	4
NANNA	19.57	5	4
POOPY	26.81	12	4
PREYS	24.75	10	4
RASTA	19.58	5	4
RAVED	23.73	9	4
SAKAI	23.73	9	4
SAYER	22.7	8	4
SCRIM	23.74	9	4
TAXON	26.85	12	4
TESTA	19.62	5	4
VAPID	25.83	11	4
VIVRE	25.84	11	4
AKITA	23.77	9	4
ALLIN	19.64	5	4
ANNUL	19.65	5	4
BIJOU	28.96	14	4
BIOTA	21.73	7	4
CANNA	21.73	7	4
CHACO	26.91	12	4
CRESS	21.74	7	4
DAMME	24.85	10	4
EGGED	22.79	8	4
FLYBY	31.07	16	4
GUPPY	27.97	13	4
KENDO	24.87	10	4
NEIGH	23.85	9	4
OGRES	20.75	6	4
ORIEL	19.72	5	4
RAITH	22.83	8	4
SABIN	21.8	7	4
SAGER	20.77	6	4
SIPPY	26.98	12	4
TIPPY	26.99	12	4
UMMAH	26.99	12	4
WHELP	28.03	13	4
WHIZZ	44.59	29	4
WOOLY	25.98	11	4
ACKER	25.98	11	4
AMEER	21.85	7	4
ASHEN	22.89	8	4
AUGUR	20.83	6	4
BALSA	21.87	7	4
BEADY	26.01	11	4
BETAS	21.88	7	4
BLURT	21.88	7	4
BORAX	29.13	14	4
COKES	26.03	11	4
DOOZY	33.28	18	4
DRAWL	23.97	9	4
DUPES	22.95	8	4
GABBA	25.02	10	4
GANDY	25.03	10	4
GUNDY	25.03	10	4
HAVEL	26.07	11	4
KALAM	26.08	11	4
LEGGY	25.05	10	4
LITHE	22.99	8	4
NYSSA	22.99	8	4
PINEY	25.07	10	4
PULIS	21.97	7	4
RICHE	25.08	10	4
ROMER	21.98	7	4
SEXED	28.19	13	4
SNOOK	24.06	9	4
STRUM	22	7	4
YUCKY	32.35	17	4
AEDES	20.97	6	4
ARSES	19.94	5	4
BOLES	22.02	7	4
BOSSA	22.02	7	4
CHEEP	27.2	12	4
COLAS	22.04	7	4
DJINN	28.25	13	4
FAXED	31.36	16	4
HAMEL	25.16	10	4
JOUST	27.23	12	4
LETTY	23.1	8	4
PEAKY	29.31	14	4
PENNE	22.07	7	4
POLLO	22.08	7	4
PUDGY	27.26	12	4
RATTY	23.13	8	4
SATYR	23.13	8	4
XENIA	27.28	12	4
YADDA	25.21	10	4
ZILCH	34.53	19	4
AFIRE	23.15	8	4
AGGRO	22.13	7	4
ALBEE	22.13	7	4
AMMON	24.21	9	4
APACE	24.21	9	4
ARLES	20.08	5	4
BOGIE	23.19	8	4
BUZZY	43.88	28	4
COMBE	26.3	11	4
COPES	24.24	9	4
EMOTE	22.18	7	4
GAULT	21.15	6	4
GLIAL	21.15	6	4
LAYED	24.26	9	4
LEBEN	22.2	7	4
LIFER	23.24	8	4
LINKY	27.38	12	4
MANSE	22.22	7	4
MELBA	24.29	9	4
MORRO	22.23	7	4
SAUTE	20.16	5	4
SHAND	24.31	9	4
SKIED	25.35	10	4
SLYLY	26.39	11	4
TRINE	20.19	5	4
VOLTE	23.29	8	4
WINKY	30.54	15	4
ZETAS	29.51	14	4
ALLIS	20.21	5	4
AMBIT	24.35	9	4
AVAST	23.32	8	4
BASTA	22.29	7	4
BELIE	22.3	7	4
CAJON	29.55	14	4
CALYX	32.66	17	4
CODON	23.35	8	4
DAYAN	24.39	9	4
FAXES	30.6	15	4
FILER	23.37	8	4
GONER	21.3	6	4
GRATA	21.31	6	4
KIDDY	29.59	14	4
LEXIS	27.53	12	4
LOCOS	22.36	7	4
MUTES	22.37	7	4
NUBIA	22.37	7	4
PAGED	24.45	9	4
PAPAS	24.45	9	4
PERCE	24.46	9	4
PRISE	22.4	7	4
SCUFF	28.61	13	4
SIBYL	25.51	10	4
SIKES	24.48	9	4
SPEWS	25.52	10	4
SUCRE	22.42	7	4
UNSUB	22.43	7	4
VOLES	23.47	8	4
ZIPPO	33.82	18	4
AMIDE	23.48	8	4
BASSO	22.45	7	4
BROIL	22.46	7	4
CHOWK	32.81	17	4
CLARO	22.47	7	4
DIDST	22.47	7	4
DUOMO	23.51	8	4
FORME	25.59	10	4
FRACK	29.73	14	4
FRERE	23.53	8	4
GEYER	24.57	9	4
GRUEL	21.47	6	4
IDENT	21.48	6	4
IDYLL	24.59	9	4
JOULE	27.7	12	4
KISSY	27.7	12	4
KNEED	25.64	10	4
LIMOS	22.54	7	4
LOACH	25.65	10	4
MUNGO	23.59	8	4
NONCE	22.56	7	4
PALLY	25.67	10	4
ROBBO	24.64	9	4
SALUD	21.54	6	4
SELAH	23.62	8	4
SYRAH	26.72	11	4
TUPLE	22.59	7	4
UNLIT	20.53	5	4
AUGHT	24.67	9	4
BELAY	25.71	10	4
BLOOP	24.68	9	4
CURIO	22.62	7	4
ENDOW	24.69	9	4
FIRMA	25.73	10	4
FOSSE	23.67	8	4
JOKEY	35.06	19	4
KRONE	24.72	9	4
LEANT	20.58	5	4
LIVRE	23.69	8	4
LYSIS	23.7	8	4
MANES	22.67	7	4
MOOCH	27.85	12	4
MUSKY	29.92	14	4
PANNA	22.69	7	4
PHARM	27.87	12	4
PLEIN	22.7	7	4
RAGER	21.67	6	4
REPOS	22.71	7	4
ROBED	23.75	8	4
SATED	21.69	6	4
SINGE	21.69	6	4
SPRIG	23.77	8	4
SWAYS	26.88	11	4
TARRY	23.78	8	4
AFORE	23.78	8	4
ARTIC	22.76	7	4
BOGGY	27.93	12	4
CONIC	24.84	9	4
CRIER	22.77	7	4
DINES	21.74	6	4
DOWER	24.85	9	4
FESTA	23.82	8	4
FICUS	25.9	10	4
FIERI	23.83	8	4
GENET	21.77	6	4
GLUES	21.78	6	4
IMBUE	24.89	9	4
JUNKY	35.24	19	4
LOMAS	22.83	7	4
MOCHI	28.01	12	4
OVOID	24.91	9	4
PITTA	22.85	7	4
PLAIT	22.85	7	4
POGUE	23.89	8	4
RIOJA	28.03	12	4
SHYLY	30.11	14	4
SKINT	24.94	9	4
TRIKE	24.95	9	4
WISPY	29.09	13	4
ACHED	27.03	11	4
ARGAN	21.86	6	4
BEGAT	23.94	8	4
CLIFT	26.01	10	4
CUTTY	26.02	10	4
DOWDY	29.13	13	4
ENNUI	20.85	5	4
FOAMY	29.14	13	4
HISSY	27.07	11	4
JESSY	31.22	15	4
MEUSE	22.95	7	4
PACEY	28.12	12	4
PACHA	28.13	12	4
PAEAN	22.96	7	4
RAYED	25.04	9	4
SITAR	20.91	5	4
THANX	31.26	15	4
VARUS	24.02	8	4
VENTI	24.03	8	4
WRYLY	30.24	14	4
ZESTY	33.35	17	4
AMARO	23.01	7	4
BOTCH	28.19	12	4
CHAFE	29.23	13	4
CLUED	24.06	8	4
COLEY	26.13	10	4
COWED	27.17	11	4
CROAK	27.18	11	4
FRIZZ	42.7	26	4
HAMED	27.19	11	4
INGLE	22.02	6	4
MACHE	28.24	12	4
MEALY	26.17	10	4
PANTO	23.08	7	4
PASEO	23.08	7	4
RAYNE	24.12	8	4
RICIN	23.09	7	4
RIMES	23.1	7	4
SARIS	21.03	5	4
SOTTO	21.04	5	4
TABER	23.12	7	4
TRICE	23.12	7	4
VIEUX	31.4	15	4
WHIST	27.27	11	4
WOOZY	36.59	20	4
ALEPH	26.25	10	4
APHID	27.29	11	4
AREAL	21.09	5	4
BASTE	23.16	7	4
BEGET	24.2	8	4
BIDDY	28.34	12	4
BLARE	23.18	7	4
CAGEY	27.32	11	4
CORSE	23.19	7	4
CREEL	23.19	7	4
DELPH	27.34	11	4
DUCAL	24.24	8	4
ECHOS	26.31	10	4
FLEXI	31.49	15	4
HOLME	26.33	10	4
LIGNE	22.19	6	4
MAXIS	30.47	14	4
MINOS	23.24	7	4
MITER	23.24	7	4
NOBLY	26.35	10	4
NUKED	26.36	10	4
PISTE	23.26	7	4
POLYP	28.44	12	4
PRIED	24.31	8	4
PUNTO	23.28	7	4
RUNIC	23.28	7	4
SEDGE	23.29	7	4
SMOOT	23.3	7	4
STILE	21.23	5	4
STUNK	25.38	9	4
ULNAR	21.24	5	4
UMBER	25.39	9	4
UMBRA	25.39	9	4
VAGUS	25.4	9	4
ATRIA	21.27	5	4
BUXOM	32.65	16	4
COLLE	23.35	7	4
DIRGE	23.35	7	4
DOWEL	25.43	9	4
DOZER	31.64	15	4
FRIST	24.4	8	4
FUNDY	28.55	12	4
GASSY	25.45	9	4
HUMUS	26.49	10	4
INGOT	22.36	6	4
JAMMY	35.81	19	4
JEUNE	28.57	12	4
KRAUT	25.48	9	4
METTA	23.41	7	4
MOTES	23.42	7	4
NIPPY	28.6	12	4
POUTY	26.53	10	4
REINE	21.37	5	4
SHERE	24.48	8	4
SLINK	25.52	9	4
SNEAD	22.42	6	4
TALUS	21.39	5	4
TINNY	24.5	8	4
UMAMI	25.54	9	4
WACKO	30.72	14	4
WEBBY	31.76	15	4
WIKIS	28.66	12	4
ACRID	24.53	8	4
ASURA	21.43	5	4
AURAS	21.43	5	4
BIGLY	27.65	11	4
BINDI	24.55	8	4
CLADE	24.55	8	4
CLEAT	23.53	7	4
COMBI	27.67	11	4
DROSS	22.5	6	4
DWEEB	27.68	11	4
FIBRO	26.65	10	4
FILLE	24.59	8	4
FUGLY	28.73	12	4
GAYER	25.63	9	4
GUTTA	22.54	6	4
HANKY	31.85	15	4
HUMIC	28.75	12	4
LAMIA	23.59	7	4
LEGGE	23.59	7	4
LOGON	22.56	6	4
MEOWS	26.71	10	4
MICHI	28.78	12	4
MYLAR	26.72	10	4
OLIVA	24.66	8	4
PERVY	29.83	13	4
RUMMY	28.8	12	4
SHEVA	27.78	11	4
SHUCK	30.89	14	4
SIGIL	22.61	6	4
SOOTH	24.69	8	4
STILT	21.59	5	4
SWOLE	24.7	8	4
WEEDY	28.84	12	4
ZULUS	30.92	14	4
BINKY	30.92	14	4
CALLA	23.69	7	4
CAPED	26.8	10	4
FANON	24.73	8	4
FLAVA	27.84	11	4
ILIAC	23.71	7	4
IMPEL	25.79	9	4
KAPUR	27.86	11	4
KILEY	28.9	12	4
OASES	21.66	5	4
OILER	21.67	5	4
ONSEN	21.68	5	4
QUINE	30.99	14	4
SACRE	23.76	7	4
SIDER	22.73	6	4
SOLER	21.7	5	4
SPURN	23.77	7	4
WEISE	24.81	8	4
WRUNG	25.85	9	4
ZILLA	31.03	14	4
BRIER	23.8	7	4
BURRO	23.8	7	4
BUYIN	26.91	10	4
CHOLO	26.92	10	4
COMAS	25.89	9	4
COOCH	29	12	4
DOBLE	24.86	8	4
DUBBO	26.94	10	4
GOLDY	26.94	10	4
GORSE	22.81	6	4
HELIO	24.89	8	4
KAZOO	35.24	18	4
KETCH	31.1	14	4
LOSSY	24.9	8	4
MECHS	29.05	12	4
MONAD	24.91	8	4
PHLOX	34.23	17	4
PUPAE	25.96	9	4
RANDO	22.86	6	4
REBBE	25.97	9	4
SCRAM	25.98	9	4
THEIN	24.95	8	4
TONKA	25.99	9	4
TRESS	21.86	5	4
ARDOR	22.9	6	4
BALOO	23.94	7	4
CANST	23.94	7	4
COPSE	26.02	9	4
CRYER	27.06	10	4
GRICE	24.99	8	4
HEALD	26.03	9	4
JEBEL	31.21	14	4
KAJAL	33.29	16	4
LIBRI	23.98	7	4
MARON	23.99	7	4
OOZED	32.27	15	4
